"transaction_id","user_id","income_bracket","monthly_income","date","merchant","category","amount","transaction_type"
TXN00375,USR_0042,Low,3207.57,"2023-10-24",Uber,Transport,12.72,debit
TXN00547,USR_0018,Mid,4241.79,"2023-12-02",Spotify,Subscriptions,17.77,debit
TXN01610,USR_0014,Low,3047.21,"2023-10-27",Amazon,Shopping,201.45,debit
TXN01784,USR_0008,High,10010.09,"2023-07-17",Spotify,Subscriptions,19.44,debit
TXN01763,USR_0021,High,7624.13,"2023-11-26",Publix,Groceries,145.64,debit
TXN00650,USR_0020,Low,3094.6,"2023-06-15",Spotify,Subscriptions,12.68,debit
TXN00331,USR_0040,Low,3026.92,"2023-05-27",Ticketmaster,Entertainment,19.1,debit
TXN01775,USR_0028,Mid,6463.05,"2023-09-16",Walgreens,Healthcare,206.7,debit
TXN01079,USR_0025,Mid,5443.38,"2023-06-10",LabCorp,Healthcare,235.39,debit
TXN00379,USR_0040,Low,3026.92,"2023-08-30",Whole Foods,Groceries,100.58,debit
TXN01480,USR_0042,Low,3207.57,"2023-11-15",Steam,Entertainment,113.95,debit
TXN00700,USR_0050,High,9806.84,"2023-09-26",Whole Foods,Groceries,46.81,debit
TXN00708,USR_0018,Mid,4241.79,"2023-11-30",LabCorp,Healthcare,14.81,debit
TXN00116,USR_0021,High,7624.13,"2023-04-04",Ticketmaster,Entertainment,45.8,debit
TXN00868,USR_0009,High,7994.19,"2023-08-14",Spotify,Subscriptions,9.75,debit
TXN01286,USR_0024,High,11427.26,"2023-08-27",Trader Joe's,Groceries,75.46,debit
TXN00097,USR_0030,Mid,4694.93,"2023-04-04",Trader Joe's,Groceries,77.55,debit
TXN00451,USR_0007,Low,2327.96,"2023-08-29",Comcast,Utilities,99.31,debit
TXN00829,USR_0037,High,8224.05,"2023-04-27",Best Buy,Shopping,141.93,debit
TXN01667,USR_0025,Mid,5443.38,"2023-04-16",Walgreens,Healthcare,208.26,debit
TXN00100,USR_0031,High,11170.55,"2023-01-10",Trader Joe's,Groceries,52.0,debit
TXN01392,USR_0043,Mid,4669.35,"2023-05-06",Lyft,Transport,39.94,debit
TXN00654,USR_0037,High,8224.05,"2023-07-20",Whole Foods,Groceries,114.39,debit
TXN01307,USR_0014,Low,3047.21,"2023-10-15",Trader Joe's,Groceries,176.37,debit
TXN00726,USR_0040,Low,3026.92,"2023-02-06",Ticketmaster,Entertainment,62.55,debit
TXN01497,USR_0028,Mid,6463.05,"2023-07-31",Panera Bread,Dining,51.26,debit
TXN00661,USR_0023,Mid,6073.51,"2023-10-07",CVS Pharmacy,Healthcare,208.91,debit
TXN00859,USR_0003,Low,2209.31,"2023-04-23",Ticketmaster,Entertainment,12.23,debit
TXN00271,USR_0029,Low,3299.73,"2023-09-26",Amazon Prime,Subscriptions,11.85,debit
TXN01749,USR_0035,High,7357.01,"2023-07-22",CVS Pharmacy,Healthcare,65.78,debit
TXN00118,USR_0018,Mid,4241.79,"2023-10-12",Publix,Groceries,171.43,debit
TXN01341,USR_0007,Low,2327.96,"2023-10-01",Comcast,Utilities,42.06,debit
TXN01644,USR_0049,Mid,4349.08,"2023-02-18",Xbox Game Pass,Entertainment,19.36,debit
TXN01689,USR_0006,Mid,4079.46,"2023-03-10",Starbucks,Dining,21.11,debit
TXN00165,USR_0033,Low,3005.26,"2023-05-17",Trader Joe's,Groceries,134.8,debit
TXN00493,USR_0030,Mid,4694.93,"2023-02-24",Amazon Prime,Subscriptions,7.09,debit
TXN01375,USR_0010,High,10506.62,"2023-08-21",Chipotle,Dining,22.55,debit
TXN01781,USR_0001,High,7556.66,"2023-01-07",American Water,Utilities,104.73,debit
TXN01494,USR_0031,High,11170.55,"2023-06-03",Spotify,Subscriptions,10.91,debit
TXN00114,USR_0006,Mid,4079.46,"2023-05-23",Ticketmaster,Entertainment,91.3,debit
TXN00064,USR_0017,Mid,4255.53,"2023-04-02",amazon,Shopping,127.53,debit
TXN00749,USR_0039,High,10440.81,"2023-12-25",Hulu,Subscriptions,17.8,debit
TXN00784,USR_0008,High,10010.09,"2023-02-19",Uber,Transport,34.22,debit
TXN00187,USR_0020,Low,3094.6,"2023-04-12",Cigna,Healthcare,35.6,debit
TXN00831,USR_0044,Low,3369.7,"2023-03-02",Publix,Groceries,25.43,debit
TXN01491,USR_0041,Low,2343.57,"2023-08-07",Chipotle,Dining,40.93,debit
TXN00968,USR_0036,High,7855.69,"2023-08-12",Walgreens,Healthcare,49.18,debit
TXN00295,USR_0026,High,7347.78,"2023-09-15",Comcast,Utilities,101.79,debit
TXN00390,USR_0043,Mid,4669.35,"2023-09-29",Lyft,Transport,5.99,debit
TXN00287,USR_0049,Mid,4349.08,"2023-08-18",EZPass Toll,Transport,16.63,debit
TXN00301,USR_0016,Low,3435.82,"2023-06-04",Chipotle,Dining,21.69,debit
TXN01333,USR_0032,Low,2555.27,"2023-02-04",AT&T,Utilities,116.88,debit
TXN00316,USR_0042,Low,3207.57,"2023-06-19",Amazon,Shopping,158.56,debit
TXN01446,USR_0037,High,8224.05,"2023-04-25",Kroger,Groceries,167.31,debit
TXN00572,USR_0016,Low,3435.82,"2023-05-22",McDonald's,Dining,47.0,debit
TXN00131,USR_0031,High,11170.55,"2023-02-28",Panera Bread,Dining,39.42,debit
TXN00688,USR_0040,Low,3026.92,"2023-10-28",CVS Pharmacy,Healthcare,109.47,debit
TXN00190,USR_0037,High,8224.05,"2023-12-18",Publix,Groceries,137.95,debit
TXN00028,USR_0016,Low,3435.82,"2023-02-08",Xbox Game Pass,Entertainment,16.26,debit
TXN01671,USR_0013,Low,3138.21,"2023-04-12",Target,Shopping,254.4,debit
TXN00501,USR_0014,Low,3047.21,"2023-08-13",Amazon,Shopping,280.52,debit
TXN00770,USR_0045,High,11381.84,"2023-12-25",Panera Bread,Dining,51.32,debit
TXN00620,USR_0021,High,7624.13,"2023-03-17",McDonald's,Dining,32.74,debit
TXN01550,USR_0041,Low,2343.57,"2023-12-05",Best Buy,Shopping,146.68,debit
TXN00684,USR_0006,Mid,4079.46,"2023-12-16",Walgreens,Healthcare,249.34,debit
TXN00670,USR_0037,High,8224.05,"2023-10-09",Ticketmaster,Entertainment,11.27,debit
TXN01003,USR_0043,Mid,4669.35,"2023-02-04",Whole Foods,Groceries,44.48,debit
TXN01281,USR_0026,High,7347.78,"2023-04-05",American Water,Utilities,152.62,debit
TXN01582,USR_0039,High,10440.81,"2023-03-09",Apple Music,Subscriptions,15.27,debit
TXN01083,USR_0004,Low,3015.05,"2023-04-08",Best Buy,Shopping,145.33,debit
TXN01135,USR_0003,Low,2209.31,"2023-12-18",Starbucks,Dining,8.23,debit
TXN00062,USR_0018,Mid,4241.79,"2023-02-05",Walmart,Shopping,145.89,debit
TXN01309,USR_0035,High,7357.01,"2023-06-04",Chipotle,Dining,33.32,debit
TXN01747,USR_0043,Mid,4669.35,"2023-03-27",Netflix,Subscriptions,17.6,debit
TXN00326,USR_0037,High,8224.05,"2023-01-17",Hulu,Subscriptions,19.33,debit
TXN01049,USR_0047,Mid,4989.08,"2023-03-14",Aldi,Groceries,111.2,debit
TXN00413,USR_0039,High,10440.81,"2023-02-11",Xbox Game Pass,Entertainment,85.93,debit
TXN01624,USR_0049,Mid,4349.08,"2023-05-24",Comcast,Utilities,54.39,debit
TXN01385,USR_0020,Low,3094.6,"2023-07-19",AMC Theaters,Entertainment,70.42,debit
TXN01319,USR_0033,Low,3005.26,"2023-01-29",American Water,Utilities,63.67,debit
TXN00018,USR_0002,High,8375.15,"2023-10-29",EZPass Toll,Transport,15.55,debit
TXN01437,USR_0022,Mid,4197.0,"2023-08-05",McDonald's,Dining,40.44,debit
TXN00411,USR_0039,High,10440.81,"2023-07-11",LabCorp,Healthcare,229.07,debit
TXN00588,USR_0043,Mid,4669.35,"2023-03-31",Chipotle,Dining,54.55,debit
TXN00456,USR_0032,Low,2555.27,"2023-11-25",ESPN+,Entertainment,24.35,debit
TXN01034,USR_0006,Mid,4079.46,"2023-04-24",UnitedHealth,Healthcare,198.73,debit
TXN00965,USR_0035,High,7357.01,"2023-01-05",ESPN+,Entertainment,39.46,debit
TXN01796,USR_0005,High,7434.69,"2023-12-23",LabCorp,Healthcare,110.04,debit
TXN00119,USR_0006,Mid,4079.46,"2023-05-04",Cigna,Healthcare,143.24,debit
TXN00455,USR_0032,Low,2555.27,"2023-10-09",Verizon,Utilities,162.14,debit
TXN00055,USR_0014,Low,3047.21,"2023-12-16",uber,Transport,58.51,debit
TXN01118,USR_0037,High,8224.05,"2023-11-12",Whole Foods,Groceries,47.01,debit
TXN01765,USR_0014,Low,3047.21,"2023-10-04",Whole Foods,Groceries,147.24,debit
TXN00361,USR_0007,Low,2327.96,"2023-08-09",Amazon Prime,Subscriptions,16.46,debit
TXN00181,USR_0019,Mid,5509.32,"2023-07-03",American Water,Utilities,63.29,debit
TXN00260,USR_0010,High,10506.62,"2023-12-02",McDonald's,Dining,48.96,debit
TXN01181,USR_0045,High,11381.84,"2023-02-10",Apple Music,Subscriptions,19.79,debit
TXN01433,USR_0026,High,7347.78,"2023-05-11",Amazon,Shopping,267.27,debit
TXN00211,USR_0008,High,10010.09,"2023-08-21",McDonald's,Dining,46.8,debit
TXN01396,USR_0021,High,7624.13,"2023-07-13",UnitedHealth,Healthcare,147.41,debit
TXN01745,USR_0013,Low,3138.21,"2023-02-16",Aldi,Groceries,19.61,debit
TXN00377,USR_0016,Low,3435.82,"2023-01-17",McDonald's,Dining,34.31,debit
TXN01418,USR_0003,Low,2209.31,"2023-09-06",Kroger,Groceries,156.83,debit
TXN00863,USR_0034,High,11683.27,"2023-11-21",Walmart,Shopping,203.85,debit
TXN00699,USR_0011,Mid,4551.1,"2023-02-03",Nike,Shopping,147.15,debit
TXN00024,USR_0023,Mid,6073.51,"2023-08-05",Cigna,Healthcare,217.32,debit
TXN00738,USR_0025,Mid,5443.38,"2023-09-15",Target,Shopping,111.39,debit
TXN00701,USR_0013,Low,3138.21,"2023-01-30",Uber,Transport,55.33,debit
TXN01302,USR_0009,High,7994.19,"2023-06-06",Amazon Prime,Subscriptions,9.95,debit
TXN00152,USR_0007,Low,2327.96,"2023-03-24",American Water,Utilities,150.99,debit
TXN00347,USR_0042,Low,3207.57,"2023-10-23",Target,Shopping,151.64,debit
TXN01517,USR_0038,Mid,4948.64,"2023-11-10",Ticketmaster,Entertainment,87.14,debit
TXN01226,USR_0035,High,7357.01,"2023-07-03",Verizon,Utilities,104.1,debit
TXN01206,USR_0038,Mid,4948.64,"2023-07-20",Ticketmaster,Entertainment,89.45,debit
TXN01587,USR_0046,Mid,4531.57,"2023-06-08",Chick-fil-A,Dining,10.96,debit
TXN01412,USR_0005,High,7434.69,"2023-11-21",BP Gas,Transport,18.22,debit
TXN00143,USR_0005,High,7434.69,"2023-01-31",Amazon Prime,Subscriptions,14.74,debit
TXN00229,USR_0021,High,7624.13,"2023-12-07",Walmart,Shopping,243.52,debit
TXN00214,USR_0014,Low,3047.21,"2023-04-30",Comcast,Utilities,166.18,debit
TXN01465,USR_0017,Mid,4255.53,"2023-03-01",Dominion Energy,Utilities,196.56,debit
TXN01038,USR_0026,High,7347.78,"2023-11-30",EZPass Toll,Transport,38.11,debit
TXN01650,USR_0043,Mid,4669.35,"2023-11-16",Aldi,Groceries,78.35,debit
TXN00695,USR_0032,Low,2555.27,"2023-12-23",McDonald's,Dining,59.18,debit
TXN00453,USR_0036,High,7855.69,"2023-10-27",UnitedHealth,Healthcare,46.58,debit
TXN01184,USR_0043,Mid,4669.35,"2023-12-09",Chick-fil-A,Dining,60.87,debit
TXN00016,USR_0043,Mid,4669.35,"2023-11-29",American Water,Utilities,183.94,debit
TXN01661,USR_0013,Low,3138.21,"2023-04-13",uber,Transport,42.6,debit
TXN01367,USR_0027,High,8139.49,"2023-05-29",Walgreens,Healthcare,215.63,debit
TXN01691,USR_0028,Mid,6463.05,"2023-07-29",American Water,Utilities,90.72,debit
TXN01509,USR_0013,Low,3138.21,"2023-01-14",BP Gas,Transport,39.97,debit
TXN00624,USR_0015,Mid,4694.68,"2023-03-08",BP Gas,Transport,24.22,debit
TXN00312,USR_0009,High,7994.19,"2023-02-02",AMC Theaters,Entertainment,38.75,debit
TXN01145,USR_0039,High,10440.81,"2023-10-31",Xbox Game Pass,Entertainment,45.9,debit
TXN00035,USR_0038,Mid,4948.64,"2023-09-02",Netflix,Subscriptions,8.04,debit
TXN00216,USR_0012,High,8390.95,"2023-02-26",Whole Foods,Groceries,17.45,debit
TXN01075,USR_0001,High,7556.66,"2023-05-19",Walgreens,Healthcare,188.17,debit
TXN01607,USR_0011,Mid,4551.1,"2023-05-06",LabCorp,Healthcare,118.42,debit
TXN00355,USR_0025,Mid,5443.38,"2023-11-12",Walgreens,Healthcare,241.04,debit
TXN00622,USR_0026,High,7347.78,"2023-08-20",Uber,Transport,48.82,debit
TXN00208,USR_0018,Mid,4241.79,"2023-01-17",Comcast,Utilities,110.94,debit
TXN01428,USR_0018,Mid,4241.79,"2023-03-16",American Water,Utilities,154.51,debit
TXN01073,USR_0039,High,10440.81,"2023-08-29",Comcast,Utilities,176.34,debit
TXN01337,USR_0009,High,7994.19,"2023-07-02",Netflix,Subscriptions,15.27,debit
TXN01760,USR_0040,Low,3026.92,"2023-02-10",Whole Foods,Groceries,76.8,debit
TXN00417,USR_0029,Low,3299.73,"2023-01-29",Ticketmaster,Entertainment,64.02,debit
TXN00505,USR_0033,Low,3005.26,"2023-12-21",LabCorp,Healthcare,18.82,debit
TXN01324,USR_0038,Mid,4948.64,"2023-11-03",McDonald's,Dining,74.19,debit
TXN01088,USR_0029,Low,3299.73,"2023-01-13",Hulu,Subscriptions,14.67,debit
TXN00870,USR_0008,High,10010.09,"2023-12-05",BP Gas,Transport,49.24,debit
TXN00362,USR_0049,Mid,4349.08,"2023-07-26",Dominion Energy,Utilities,104.09,debit
TXN01063,USR_0035,High,7357.01,"2023-03-09",Lyft,Transport,36.12,debit
TXN00443,USR_0025,Mid,5443.38,"2023-05-05",Target,Shopping,323.56,debit
TXN01634,USR_0027,High,8139.49,"2023-05-21",Chick-fil-A,Dining,37.66,debit
TXN00250,USR_0028,Mid,6463.05,"2023-03-31",Hulu,Subscriptions,13.92,debit
TXN00475,USR_0037,High,8224.05,"2023-05-04",LabCorp,Healthcare,89.62,debit
TXN00025,USR_0004,Low,3015.05,"2023-12-11",Chipotle,Dining,33.18,debit
TXN00111,USR_0028,Mid,6463.05,"2023-04-01",Nike,Shopping,284.79,debit
TXN00862,USR_0003,Low,2209.31,"2023-11-29",Dominion Energy,Utilities,152.6,debit
TXN01659,USR_0022,Mid,4197.0,"2023-05-30",Dominion Energy,Utilities,122.83,debit
TXN00464,USR_0028,Mid,6463.05,"2023-04-02",Chipotle,Dining,41.71,debit
TXN01381,USR_0022,Mid,4197.0,"2023-10-04",Kroger,Groceries,178.47,debit
TXN00349,USR_0020,Low,3094.6,"2023-09-05",BP Gas,Transport,19.95,debit
TXN00554,USR_0032,Low,2555.27,"2023-05-18",Verizon,Utilities,94.04,debit
TXN00404,USR_0026,High,7347.78,"2023-12-09",McDonald's,Dining,38.42,debit
TXN00952,USR_0002,High,8375.15,"2023-03-06",Shell Gas,Transport,56.6,debit
TXN00363,USR_0037,High,8224.05,"2023-10-15",Shell Gas,Transport,34.53,debit
TXN01171,USR_0035,High,7357.01,"2023-04-19",Hulu,Subscriptions,8.81,debit
TXN01282,USR_0001,High,7556.66,"2023-11-18",Panera Bread,Dining,67.54,debit
TXN00502,USR_0027,High,8139.49,"2023-12-11",Ticketmaster,Entertainment,77.83,debit
TXN00414,USR_0005,High,7434.69,"2023-10-16",Chipotle,Dining,63.01,debit
TXN01089,USR_0046,Mid,4531.57,"2023-04-14",AMC Theaters,Entertainment,33.76,debit
TXN00178,USR_0041,Low,2343.57,"2023-12-17",Target,Shopping,157.55,debit
TXN00442,USR_0036,High,7855.69,"2023-07-31",LabCorp,Healthcare,137.2,debit
TXN01778,USR_0017,Mid,4255.53,"2023-07-14",Steam,Entertainment,57.16,debit
TXN00948,USR_0037,High,8224.05,"2023-07-27",Chipotle,Dining,16.34,debit
TXN00732,USR_0014,Low,3047.21,"2023-03-28",Hulu,Subscriptions,17.21,debit
TXN01606,USR_0041,Low,2343.57,"2023-09-14",Lyft,Transport,24.28,debit
TXN00692,USR_0026,High,7347.78,"2023-03-15",CVS Pharmacy,Healthcare,104.99,debit
TXN01129,USR_0020,Low,3094.6,"2023-03-31",Starbucks,Dining,59.45,debit
TXN00253,USR_0005,High,7434.69,"2023-06-10",LabCorp,Healthcare,107.06,debit
TXN01672,USR_0022,Mid,4197.0,"2023-10-11",Lyft,Transport,14.17,debit
TXN00415,USR_0033,Low,3005.26,"2023-04-14",Spotify,Subscriptions,8.51,debit
TXN00047,USR_0007,Low,2327.96,"2023-10-11",Amazon Prime,Subscriptions,10.66,debit
TXN01622,USR_0045,High,11381.84,"2023-01-05",Panera Bread,Dining,30.93,debit
TXN00658,USR_0045,High,11381.84,"2023-02-04",Verizon,Utilities,165.92,debit
TXN00194,USR_0009,High,7994.19,"2023-02-16",Walmart,Shopping,69.72,debit
TXN00393,USR_0031,High,11170.55,"2023-09-02",Shell Gas,Transport,21.31,debit
TXN01377,USR_0032,Low,2555.27,"2023-12-14",Whole Foods,Groceries,78.13,debit
TXN01400,USR_0005,High,7434.69,"2023-10-02",Shell Gas,Transport,18.11,debit
TXN00733,USR_0050,High,9806.84,"2023-02-15",Apple Music,Subscriptions,12.64,debit
TXN01335,USR_0047,Mid,4989.08,"2023-10-22",Trader Joe's,Groceries,41.87,debit
TXN00884,USR_0003,Low,2209.31,"2023-12-24",Walgreens,Healthcare,235.22,debit
TXN00446,USR_0022,Mid,4197.0,"2023-06-05",Whole Foods,Groceries,169.63,debit
TXN01006,USR_0045,High,11381.84,"2023-10-30",Amazon,Shopping,254.07,debit
TXN00027,USR_0029,Low,3299.73,"2023-03-13",Walgreens,Healthcare,76.85,debit
TXN00833,USR_0033,Low,3005.26,"2023-02-24",Walmart,Shopping,105.72,debit
TXN00954,USR_0007,Low,2327.96,"2023-02-02",Xbox Game Pass,Entertainment,11.19,debit
TXN00452,USR_0027,High,8139.49,"2023-01-24",Lyft,Transport,3.92,debit
TXN01224,USR_0046,Mid,4531.57,"2023-09-09",ESPN+,Entertainment,51.45,debit
TXN00465,USR_0016,Low,3435.82,"2023-04-09",Walmart,Shopping,36.87,debit
TXN01298,USR_0029,Low,3299.73,"2023-11-27",Trader Joe's,Groceries,46.2,debit
TXN01432,USR_0016,Low,3435.82,"2023-08-15",CVS Pharmacy,Healthcare,228.35,debit
TXN00818,USR_0022,Mid,4197.0,"2023-07-04",Target,Shopping,220.22,debit
TXN00573,USR_0039,High,10440.81,"2023-05-26",Trader Joe's,Groceries,48.9,debit
TXN00459,USR_0005,High,7434.69,"2023-12-09",Kroger,Groceries,83.04,debit
TXN01272,USR_0047,Mid,4989.08,"2023-08-08",Lyft,Transport,21.66,debit
TXN01368,USR_0031,High,11170.55,"2023-12-14",Comcast,Utilities,42.05,debit
TXN00621,USR_0004,Low,3015.05,"2023-12-13",Walmart,Shopping,69.12,debit
TXN00370,USR_0021,High,7624.13,"2023-03-25",LabCorp,Healthcare,187.44,debit
TXN00485,USR_0036,High,7855.69,"2023-09-20",CVS Pharmacy,Healthcare,16.3,debit
TXN01017,USR_0036,High,7855.69,"2023-06-16",American Water,Utilities,162.27,debit
TXN01098,USR_0043,Mid,4669.35,"2023-09-01",ESPN+,Entertainment,55.82,debit
TXN00308,USR_0003,Low,2209.31,"2023-11-22",UnitedHealth,Healthcare,70.88,debit
TXN00286,USR_0024,High,11427.26,"2023-12-13",BP Gas,Transport,37.8,debit
TXN01586,USR_0042,Low,3207.57,"2023-02-15",Netflix,Subscriptions,17.35,debit
TXN00729,USR_0037,High,8224.05,"2023-08-23",Amazon Prime,Subscriptions,18.21,debit
TXN01685,USR_0046,Mid,4531.57,"2023-09-11",Steam,Entertainment,71.84,debit
TXN00644,USR_0012,High,8390.95,"2023-09-09",Kroger,Groceries,24.27,debit
TXN00798,USR_0042,Low,3207.57,"2023-04-02",Dominion Energy,Utilities,161.72,debit
TXN00541,USR_0006,Mid,4079.46,"2023-08-13",McDonald's,Dining,65.27,debit
TXN00098,USR_0014,Low,3047.21,"2023-08-21",Verizon,Utilities,161.8,debit
TXN01178,USR_0039,High,10440.81,"2023-01-04",Ticketmaster,Entertainment,86.89,debit
TXN00636,USR_0032,Low,2555.27,"2023-06-26",American Water,Utilities,83.27,debit
TXN00140,USR_0019,Mid,5509.32,"2023-12-26",AMC Theaters,Entertainment,84.05,debit
TXN00872,USR_0038,Mid,4948.64,"2023-03-24",CVS Pharmacy,Healthcare,68.48,debit
TXN00839,USR_0039,High,10440.81,"2023-07-21",Starbucks,Dining,19.82,debit
TXN01413,USR_0019,Mid,5509.32,"2023-11-27",Amazon Prime,Subscriptions,15.93,debit
TXN01780,USR_0046,Mid,4531.57,"2023-08-29",Lyft,Transport,55.22,debit
TXN00641,USR_0025,Mid,5443.38,"2023-07-01",Spotify,Subscriptions,17.48,debit
TXN00129,USR_0007,Low,2327.96,"2023-01-07",Best Buy,Shopping,172.76,debit
TXN01665,USR_0001,High,7556.66,"2023-11-24",Lyft,Transport,29.59,debit
TXN01074,USR_0032,Low,2555.27,"2023-08-31",Spotify,Subscriptions,12.31,debit
TXN01698,USR_0049,Mid,4349.08,"2023-10-06",Amazon,Shopping,105.83,debit
TXN00971,USR_0040,Low,3026.92,"2023-12-22",Walmart,Shopping,190.86,debit
TXN00265,USR_0024,High,11427.26,"2023-05-27",Chipotle,Dining,48.05,debit
TXN00841,USR_0012,High,8390.95,"2023-12-10",Publix,Groceries,91.11,debit
TXN01621,USR_0039,High,10440.81,"2023-07-03",Walgreens,Healthcare,211.39,debit
TXN01466,USR_0032,Low,2555.27,"2023-05-24",American Water,Utilities,85.27,debit
TXN00499,USR_0026,High,7347.78,"2023-07-06",Chick-fil-A,Dining,18.99,debit
TXN01229,USR_0043,Mid,4669.35,"2023-04-08",Best Buy,Shopping,314.8,debit
TXN01532,USR_0015,Mid,4694.68,"2023-09-07",Walmart,Shopping,271.59,debit
TXN00766,USR_0023,Mid,6073.51,"2023-11-10",Whole Foods,Groceries,94.71,debit
TXN00433,USR_0050,High,9806.84,"2023-01-29",Apple Music,Subscriptions,19.92,debit
TXN01071,USR_0015,Mid,4694.68,"2023-11-02",Lyft,Transport,42.18,debit
TXN00665,USR_0011,Mid,4551.1,"2023-02-08",Starbucks,Dining,47.96,debit
TXN00069,USR_0020,Low,3094.6,"2023-09-17",Best Buy,Shopping,120.9,debit
TXN01585,USR_0026,High,7347.78,"2023-06-23",Aldi,Groceries,136.43,debit
TXN00921,USR_0040,Low,3026.92,"2023-07-02",Netflix,Subscriptions,15.79,debit
TXN00339,USR_0005,High,7434.69,"2023-03-06",Dominion Energy,Utilities,112.0,debit
TXN00926,USR_0009,High,7994.19,"2023-01-28",Cigna,Healthcare,235.52,debit
TXN00384,USR_0050,High,9806.84,"2023-05-28",BP Gas,Transport,21.07,debit
TXN00780,USR_0040,Low,3026.92,"2023-11-23",Nike,Shopping,201.19,debit
TXN00056,USR_0048,High,9294.26,"2023-03-21",Lyft,Transport,58.64,debit
TXN01232,USR_0002,High,8375.15,"2023-10-31",BP Gas,Transport,25.16,debit
TXN00871,USR_0047,Mid,4989.08,"2023-02-28",ESPN+,Entertainment,60.09,debit
TXN01554,USR_0042,Low,3207.57,"2023-07-27",Shell Gas,Transport,7.8,debit
TXN00171,USR_0025,Mid,5443.38,"2023-07-17",Hulu,Subscriptions,19.54,debit
TXN01460,USR_0039,High,10440.81,"2023-12-30",Kroger,Groceries,56.85,debit
TXN00801,USR_0004,Low,3015.05,"2023-12-10",Whole Foods,Groceries,59.05,debit
TXN00327,USR_0024,High,11427.26,"2023-08-16",Chick-fil-A,Dining,14.64,debit
TXN00504,USR_0005,High,7434.69,"2023-08-18",Xbox Game Pass,Entertainment,51.09,debit
TXN00842,USR_0036,High,7855.69,"2023-02-07",Amazon,Shopping,256.7,debit
TXN00410,USR_0009,High,7994.19,"2023-09-02",Hulu,Subscriptions,16.72,debit
TXN00298,USR_0009,High,7994.19,"2023-12-28",ESPN+,Entertainment,75.77,debit
TXN00740,USR_0009,High,7994.19,"2023-06-25",Steam,Entertainment,91.26,debit
TXN00689,USR_0010,High,10506.62,"2023-10-18",Chipotle,Dining,44.39,debit
TXN00993,USR_0017,Mid,4255.53,"2023-01-21",ESPN+,Entertainment,69.29,debit
TXN01733,USR_0041,Low,2343.57,"2023-12-22",ESPN+,Entertainment,44.52,debit
TXN01649,USR_0026,High,7347.78,"2023-02-19",Walgreens,Healthcare,217.5,debit
TXN01555,USR_0035,High,7357.01,"2023-06-21",Walgreens,Healthcare,134.91,debit
TXN01419,USR_0006,Mid,4079.46,"2023-06-10",Amazon,Shopping,148.38,debit
TXN00596,USR_0001,High,7556.66,"2023-05-06",Aldi,Groceries,75.06,debit
TXN00532,USR_0040,Low,3026.92,"2023-01-28",Dominion Energy,Utilities,117.54,debit
TXN00408,USR_0008,High,10010.09,"2023-08-27",Target,Shopping,244.7,debit
TXN00200,USR_0024,High,11427.26,"2023-12-11",Nike,Shopping,139.55,debit
TXN00474,USR_0038,Mid,4948.64,"2023-03-15",CVS Pharmacy,Healthcare,81.83,debit
TXN00667,USR_0011,Mid,4551.1,"2023-11-07",Walgreens,Healthcare,22.85,debit
TXN00217,USR_0016,Low,3435.82,"2023-10-29",Dominion Energy,Utilities,67.88,debit
TXN00254,USR_0041,Low,2343.57,"2023-08-02",Amazon,Shopping,68.44,debit
TXN00153,USR_0019,Mid,5509.32,"2023-12-06",LabCorp,Healthcare,18.81,debit
TXN01680,USR_0010,High,10506.62,"2023-06-17",Uber,Transport,18.96,debit
TXN00778,USR_0008,High,10010.09,"2023-09-12",Kroger,Groceries,81.57,debit
TXN01163,USR_0049,Mid,4349.08,"2023-11-22",Whole Foods,Groceries,124.05,debit
TXN01334,USR_0028,Mid,6463.05,"2023-05-13",AMC Theaters,Entertainment,47.92,debit
TXN00597,USR_0010,High,10506.62,"2023-04-02",Publix,Groceries,147.51,debit
TXN01488,USR_0024,High,11427.26,"2023-09-20",BP Gas,Transport,28.39,debit
TXN01147,USR_0006,Mid,4079.46,"2023-12-24",AMC Theaters,Entertainment,57.39,debit
TXN00531,USR_0019,Mid,5509.32,"2023-03-13",Amazon Prime,Subscriptions,17.95,debit
TXN01201,USR_0020,Low,3094.6,"2023-09-01",BP Gas,Transport,41.96,debit
TXN01160,USR_0029,Low,3299.73,"2023-04-01",Best Buy,Shopping,33.67,debit
TXN00241,USR_0041,Low,2343.57,"2023-01-16",Chick-fil-A,Dining,20.06,debit
TXN00849,USR_0030,Mid,4694.93,"2023-08-17",Verizon,Utilities,117.92,debit
TXN00836,USR_0035,High,7357.01,"2023-06-01",Amazon Prime,Subscriptions,15.8,debit
TXN00188,USR_0025,Mid,5443.38,"2023-10-20",AT&T,Utilities,87.34,debit
TXN00247,USR_0038,Mid,4948.64,"2023-09-07",Amazon,Shopping,28.63,debit
TXN01289,USR_0042,Low,3207.57,"2023-09-02",Lyft,Transport,21.27,debit
TXN00896,USR_0033,Low,3005.26,"2023-07-25",AT&T,Utilities,138.24,debit
TXN00756,USR_0047,Mid,4989.08,"2023-02-21",Target,Shopping,342.28,debit
TXN00303,USR_0032,Low,2555.27,"2023-11-02",Publix,Groceries,109.88,debit
TXN00284,USR_0040,Low,3026.92,"2023-03-09",Walgreens,Healthcare,48.94,debit
TXN01095,USR_0050,High,9806.84,"2023-08-17",Target,Shopping,336.55,debit
TXN00506,USR_0024,High,11427.26,"2023-12-26",Chipotle,Dining,58.83,debit
